,_id,workerId,textId,prediction,label,stance,leaning,text
4277,SK92mT5PsYnj3cvBb,worker123,70,Biased,Biased,Democrats,1,"They back more gun control laws, deflecting blame and hoping that somehow making some 300 million guns disappear nationwide will prove to be easier than keeping children in their own cities away from stray bullets."
4278,SKN5HdQDRkQimTKK2,worker34,133,Non-Biased,Non-biased,Republican,0,"Given the potential enormous risks of destabilizing the region, the Trump administration needed a strong justification for launching the strike that killed revered Iranian military leader Qassim Suleimani."
4281,SLTqbhRaGAWxh4mrM,worker94,371,Non-Biased,Biased,Republican,1,"Not content to recede gracefully, or even to steer clear of various conspiracies on par with fluoride and gay frogs, Miss Havisham is still at it. This time, she’s got a righteous burn for President Trump, imagining how John F. Kennedy would have sounded had he written a letter to former Soviet leader Nikita Kruschev along the lines of Trump’s recent letter to Turkish President Recep Erdogan."
4282,SLWbMGMnomDPdN3MR,worker147,1544,Biased,Non-biased,Democrats,0,"She’s among four dozen or so people gathered outside on a hot late-summer morning, joining a hard core of activists who believe that all vaccines are dangerous and who have become increasingly emboldened about denouncing the medical establishment."
4283,SMeeAvqM36fQEPNPx,worker14,926,Non-Biased,Biased,Democrats,1,"This segment endorsing a welcome for all sick foreigners is a dramatic escalation from the Democrats’ unpopular promises to fund health care for at least 11 million resident illegal aliens, most of whom work long hours for low wages in the U.S. labor market that is flooded by illegal and legal immigrants."
4284,SMpi4PpfqfqApNkBg,worker62,306,Non-Biased,Non-biased,Democrats,0,But opponents argued that asking minors to negotiate the legal system when they are already scared and ashamed could drive them to illegal abortions.
4285,SN5ojZqWm75y5te8e,worker244,1958,Biased,Biased,Republican,1,An internationally known virologist with a military background explained to Breitbart News the United States is vulnerable to potential pandemics due to production of vaccines overseas and a lack of interest in making significant changes to the National Pandemic Plan.
4286,SNF5wbnQnc24RCLYe,worker71,1515,Biased,Biased,Republican,0,A new report reveals that the 2017 GOP tax law was rife with monumental self-dealing by rich GOP lawmakers who have since benefited bigly.
4289,SPDvdu35GAuFwACZd,worker216,743,Biased,Non-biased,Independent,0,"White nationalists also expressed excitement Tuesday about Trump's plan to use an executive order to end ""birthright citizenship,"" the automatic grant of citizen status to anyone born in the United States."
4290,SPLqzknYqxi9GoRad,worker8,794,Biased,Non-biased,Democrats,0,"The plan would particularly benefit black, Latino and lower-income households, as well as households headed by people who never finished college, the researchers said."
4291,SPQa5YgpAyWmehKg6,worker261,1969,Non-Biased,Non-biased,Democrats,1,The United Nations Humanitarian Affairs office warned on Monday that nearly a million Syrian civilians from northwest Idlib province had been displaced in a Russia-backed offensive there by dictator Bashar al-Assad that began in December.
4292,SPm7nCM6KDN6LQmPL,worker72,637,Biased,Non-biased,Democrats,0,"In Australia, record high temperatures and drought exacerbated by the climate crisis have ignited blazes that have killed more than two dozen people and destroyed 2,000 homes since September."
4293,SQRfuGcAfRtRioSJ4,worker71,1354,Biased,Biased,Republican,0,"The phony indignation of Republican senators who balk at assisting the states, cities and towns financially devastated by the virus is as unearned as their perennial denigration of the poor receiving food stamps -- when they know full well that their farmers receive billions in subsidies to stay in business. "
4294,SQeNsvoAtRTKp96bB,worker86,1050,Non-Biased,Non-biased,Republican,1,"The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans, with many having to delay getting married, buying a home, and having children."
4295,SQgRocJEBihWd6vk4,worker67,218,Biased,Non-biased,Democrats,0,The Georgia Democrats took wire hangers and bottles of bleach to the House floor in protest as symbols of the self-induced abortions that many desperate women dangerously attempt when the aid of a doctor isn’t available or allowed.
4296,SRFiLBhJMxXAYoZWo,worker347,1206,Non-Biased,Biased,Democrats,0,"Like Donald Trump, Griffin's an obvious coward who wants to push violent rhetoric but isn't willing to face the consequences for doing so. "
4297,SRarcmJQCSRDGw9y9,worker228,1488,Biased,Biased,Republican,0,"Nearly 60 percent of Americans now support the marginal tax rate program Ocasio-Cortez has proposed uncluding a remarkable 45 percent of Republicans, despite all the work right-wing media has done to demonize Ocasio-Cortez and anything related to her."
4298,SRb338vgW5qCioXxn,worker43,1621,Non-Biased,Biased,Democrats,0,Trump has shown at best a hazy grasp of his actual powers during his presidency and instead has made broad statements about his authority under the Constitution.
4300,SRtkhXL59xiKWTQuS,worker197,801,Biased,Non-biased,Democrats,1,"A 10-hour hearing broadcast on the court’s website showed Sun, China's greatest ever swimmer, and one of its biggest sports stars, to be evasive at times under questioning that was hampered by severe translation issues between Chinese and English."
4301,SSMvD9ampxJidRcFx,worker225,1843,Biased,Non-biased,Democrats,0,"One of the things that makes Alabama’s measure extraordinary is its radical simplicity: it simply bans all abortions, at every stage of pregnancy."
4302,SSzobTJGHAQpRf3xW,worker386,709,Non-Biased,Non-biased,Democrats,0,"At least 25 transgender or gender-nonconforming people were killed in violent attacks in the United States last year, according to the Human Rights Campaign, which has been tracking anti-trans violence since at least 2015."
4303,STEjL5cLw4b5GesCk,worker58,1576,Biased,Biased,Republican,0,"The targeted killing is the latest demonstration of how, two decades after the CIA spotted but was unable to kill a man they believed was al Qaeda leader Osama bin Laden in Afghanistan, the U.S. has become adept at hunting and killing its enemies, particularly in the troubled regions of the Middle East, South Asia and Africa."
4304,STXYEMxchMremocxS,worker114,483,Biased,Biased,Independent,1,Warren savages Biden for wanting McConnell to get re-elected (Biden’s argument about being able to convince McConnell’s Republicans to work with him seems even more tone-deaf) while Buttigieg hits Bloomberg for opposing raising the minimum wage and Obama’s candidacy.
4305,STc6Qjsx63qTzsZXY,worker118,1142,Biased,Non-biased,Democrats,0,"The SPLC last year released hundreds of emails of Stephen Miller,the architect of Trump’s immigration policies such as the child-parent separations at the border and the Muslim ban, in which he cited and promoted ""explicitly white nationalist websites."""
4306,SWNjw69F3xuwXAnBC,worker225,624,Biased,Non-biased,Democrats,1,"Unfortunately, as the number of recommended childhood vaccines has nearly tripled, the likelihood of on-time and successful completion of vaccination series is reduced."
4307,SWqRHZEGSfZyM4hjB,worker215,1177,Non-Biased,Biased,Democrats,1,"The foul-mouthed 38-year-old has seen his popularity wane with some of his movies flopping in recent years, perhaps partly as a result of audiences turning against his woke humor."
4308,SWyPqNL8SidCuuRA3,worker71,779,Biased,Biased,Republican,0,"Also, decades of NRA propaganda have convinced people to associate guns with safety and, indeed, as the economy craters, the NRA is treating this crisis as another opportunity to sell guns to people."
4309,SWyRTXAYmYdiq6q8f,worker233,1569,Biased,Non-biased,Democrats,0,"A Catholic priest in Rhode Island who barred state lawmakers who supported an abortion rights bill from receiving communion at his church has doubled down on his stance, saying abortion is worse than pedophilia."
4310,SX9ZKxnXYmaqASddA,worker197,1426,Biased,Biased,Democrats,1,"After years of openly struggling with her weight (and health) and a seemingly self-imposed sabbatical from political lectures after backing Hillary Clinton in ’16, actress Lena Dunham announced to the world that it was Joaquin Phoenix’s unhinged Oscars tirade on the environment that has made her want to become vegan."
4311,SXZruMndtLnyN9pfY,worker103,623,Biased,Non-biased,Republican,1,"The problem, Ocasio-Cortez complained, wasn’t that the cost of the college was prohibitively high but that the student was not offered any large discount in the form of scholarships."
4312,SXt9bkewNj7LBwFgc,worker62,1865,Non-Biased,Biased,Democrats,0,"To bolster the argument that doctors deliver viable infants alive and let them die, the anti-choice movement also trots out a series of people who claim to have “survived” abortion. "
4313,SY5gkbK4MMyZ5ejb3,worker53,1261,Biased,Non-biased,Democrats,0,It is hard to argue that the highest income countries should not reduce their meat and dairy.
4315,SYWJcsksNp2WS6zmv,worker202,1386,Biased,Non-biased,Democrats,1,"On Monday evening, West called out his reality TV star wife and her mother, Kris Jenner, claiming the two “tried to lock” him up."
4316,SYYqZh6Spxsz5ncha,worker134,493,Biased,Biased,Independent,1,"The Citibank and Bank of America examples are just the tip of the iceberg, and do not even begin to reveal the larger financial shenanigans against gun makers via Operation Choke Point."
4317,SYwgaYtaGBBMN2vjC,worker223,867,Non-Biased,Non-biased,Democrats,1,"He then went on to endorse proposals by Omar, Sen. Bernie Sanders (I-VT), and other far-left legislators looking to make college tuition-free."
4318,SZL7ME9CcjkoSm76j,worker41,1695,Biased,Non-biased,Republican,0,"Amplifying fresh critiques of wealthy inequality that have mounted throughout the coronavirus pandemic, Amazon founder Jeff Bezos—the world’s richest man—has added nearly $24 billion to his already massive fortune in 2020 as virus-related lockdowns across the globe have forced people to stay inside and fueled increased e-commerce demand."
4319,SZNtWwgKaWkpXPFev,worker141,1174,Biased,Biased,Democrats,1,"Using the same alarmist language he has employed to describe illegal immigration, Trump painted Democrat-led cities as out of control and lashed out at the “radical left,” which he blamed for rising violence in some cities, even though criminal justice experts say it defies easy explanation."
4320,SZtLmYtdsCzeMTAvS,worker325,747,Non-Biased,Biased,Republican,1,"Global warming is a silly, frivolous and expensive religion which only the stupidly rich can afford to indulge."
4321,Sa9qtJLXBxttvB7LS,worker372,1672,Non-Biased,Non-biased,Democrats,1,"While conservatives may find comfort in the old saw that those who aren’t liberal at 20 have no heart, and those who aren’t conservative at 40 have no brain, the truth, as Levin knows, is that those who are statists at 20 usually end up statists at 40. And he’s not content to allow time to take its uncertain political toll. "
4322,SabmQEHogPN9wMqFy,worker116,217,Non-Biased,Biased,Democrats,0,"Amazon threatened to fire workers for speaking out to the press against the company’s role in climate change, according to the grassroots Amazon employee organization Amazon Employees For Climate Justice (AECJ)‏."
4323,SadDqQepqs6HWMTcA,worker152,1921,Biased,Biased,Democrats,0,"The network also hypes the idea that nonwhite immigrants are dirty and diseased, as well as inherently criminal."
4324,Sak73shhQ6eDyqG8y,worker129,445,Biased,Non-biased,Republican,0,"Senators voted to shelve the bill for the year and ask the state crime commission to study the issue, an outcome that drew cheers from a committee room packed with gun advocates."
4325,SasghykLYANMpMhxN,worker351,1631,Biased,Non-biased,Democrats,1,President Donald Trump announced Wednesday that he was expanding Operation Legend to send additional federal law enforcement resources to Chicago to help quell a spike in violent crime in that city.
4326,SbW8axa2JAvkHeLjz,worker102,1785,Biased,Non-biased,Republican,1,"Earlier in the event, Biden vowed as president to hold energy giants liable for global warming and made a pledge to even jail executives."
4327,SbcXvrmL3Ph4P3uS2,worker359,642,Biased,Biased,Democrats,1,"Moreover, NeverTrump would not only have to separate Trump from his political base, but also to win the support of that base for its own candidate. That will be particularly difficult, as NeverTrump has made no secret of its general disdain for Trump supporters."
4328,Sbge3qk9Ei47jjqPR,worker250,1646,Biased,Biased,Republican,1,"Soule needed to be in the top six runners to advance, but came out eighth because the two biological males were also competing as transgender girls."
4330,SdJeuG9GTZSpBMhwt,worker26,1356,Biased,Non-biased,Democrats,1,"As Obamacare demonstrated, leftists are willing to take the electoral hit for imposing an unpopular policy if they believe that policy will socially engineer a more compliant American public in the years to come."
4331,SeHncFDCGaTjz3QHJ,worker322,889,Non-Biased,Biased,Democrats,0,But even those who take steps to better their financial situation often end up stunting their opportunities in the long run thanks to the high cost of financial services. College offers a prime example.
4333,SecKNZKscucf9rKtm,worker8,1483,Non-Biased,Biased,Democrats,0,"This is typical Trumpian projection, of course. He's always accusing his opponents of doing the thing that he's actually doing, to the point where any Trump accusation should be presumed to be a confession."
4334,SevTh4AHjjkGLiPAB,worker224,568,Non-Biased,Non-biased,Democrats,1,"Days after suffering a horrifying injury during an NCAA gymnastics regional event, a senior gymnast from Auburn University revealed Monday she is retiring from the sport."
4335,SfAidZKsCZLD69S8g,worker197,1773,Biased,Biased,Democrats,1,"Pelosi’s coronavirus plan uses the pandemic to cram provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud, allowing convicted felons to vote in federal elections."
4336,SfC55BCT5pppyE3QM,worker132,577,Biased,Non-biased,Democrats,0,"While the major baseball leagues won’t be affected much by tariffs on Chinese imports, everyone from Double A players down through the office softball team will be."
4339,ShQnh2nKSC9sG8ZdB,worker143,1170,Non-Biased,Biased,Democrats,0,"How do the people at these rallies make sense of their claims that they are not ""racist""  or ""violent"" while they are carrying guns, waving Confederate flags, wearing other fascist insignia and in several cases displaying signs with Nazi slogans?"
4341,SiZRvn6kKGDMioCoW,worker55,1157,Biased,Biased,Republican,1,A majority of Americans do not agree with Democrats’ gun violence demagoguery. 
4342,SisoAerveMpfRTv8S,worker40,1972,Biased,Biased,Democrats,1,"Over the past few decades, RFK Jr.’s famous name has helped him get in the door to talk to important people, and it probably isn’t long before the person who is all jacked up to meet a Kennedy realizes the guy is totally cray-cray."
4343,Sj5HPn68rb9AAPKWZ,worker38,83,Biased,Biased,Republican,1,Goddamn the Democrats who coddle these left-wing terrorists.
4345,SjfKsQksBHk3GyKFY,worker104,655,Biased,Biased,Democrats,0,"Equally important, he notes, is that it is difficult for incumbents to distance themselves from Trump over fears he will turn his base against them — meaning they are in a trap of their own making."
4346,SjtDmBAgbc4Pe6LCH,worker181,1684,Biased,Non-biased,Republican,1,"And now, some children from anti-vaccination families are seeking help as they confront fears that they will become infected."
4347,SkE5F8dJXKE6Z8uPe,worker335,1422,Biased,Non-biased,Republican,0,"Reportedly, some of the NRA’s payments that may constitute a conflict of interest pass through financial channels that intentionally obscure the recipients."
4348,SkxHYXzs5bJsrAih7,worker221,132,Biased,Non-biased,Republican,0,"Women in power must pay a significant tax on their limited time to sit for manicures, blowouts, brow waxes, and braids, rather than meeting with constituents, reviewing legislation, conducting investigations, chasing a story, traveling to their districts, reviewing their notes, or spending time with their families."
4349,Sm5Gi2hq2DkRxDAx6,worker247,1030,Biased,Non-biased,Democrats,0,"Since Trump was elected, the Fox News programming that promotes white nationalist ideas has slowly grown both in airtime and in severity. "
4350,Sm8oq7Hb982MW5vQy,worker101,619,Non-Biased,Non-biased,Democrats,1,"As this article was about to be published, Newsom added more claims about California’s success."
4351,SmpT6FjFCrthotkpY,worker381,866,Biased,Biased,Democrats,1,Democratic presidential nominee Joe “You Ain’t Black” Biden seems to be trying to brand himself as a champion for small business.
4352,SmwkD8zaTDmnNwxRM,worker121,623,Biased,Non-biased,Democrats,1,"The problem, Ocasio-Cortez complained, wasn’t that the cost of the college was prohibitively high but that the student was not offered any large discount in the form of scholarships."
4353,SnL8qfCKCQNykAjZN,worker368,775,Biased,Non-biased,Republican,0,"Since 1983, Kim Karsh has helped baseball teams deal with an inconvenient fact of the modern economy: Almost everything you need to play America’s homegrown sport is now made in China, from cleats to batting helmets."
4354,SnNB2B9jHcw8iYoMK,worker46,978,Biased,Biased,Democrats,0,"It would indeed be out of character for the Trump administration to take any firm stand against criminalizing homosexuality, since Trump — despite his campaign promises that he would live and let live — has been one of the most LGBTQ-hostile presidents in modern politics."
4355,SnWDcvLFiRpwM2Bvr,worker232,681,Biased,Non-biased,Democrats,1,"Well-intentioned politicians might want to provide a solution for student loans, but millennials won’t start making smart decisions unless they have to foot the bill for their own education. Unfortunately, no bailout or special program can save students suffering from a lack of responsibility."
4356,SnYo6kZHSatyxkXzb,worker245,575,Biased,Non-biased,Democrats,1,"The mandate was inserted into Obamacare administratively by Obama’s first HHS secretary, abortion rights champion Kathleen Sebelius, who declared birth control and abortion-related services to be women’s “preventive” health care."
4357,Snp3m3CWqfsCExw2z,worker71,887,Biased,Biased,Republican,0,Anyone who has shouldered the burden of six-figure student loan debt knows the heavy toll it can take. 
4359,Sorysb6FBd3onjGYT,worker357,1252,Biased,Non-biased,Democrats,0,"There are no more major cases against the NCAA proceeding currently, but Wilken has slowly eroded some of the NCAA’s favorite arguments and restrictions."
4360,SowAPebfvswtWwB8h,worker274,972,Biased,Non-biased,Republican,0,Many Democratic voters have said they believe that sexism does makes it harder for women to win than for men.
4361,SpP9xSkxyd8Repyou,worker200,962,Non-Biased,Biased,Democrats,0,But it’s getting increasingly difficult to maintain the myth that the enormous wealth inequality in not just American society but the entire world somehow reflect a system that’s fairly rewarding people for their talent and labor.
4362,SpcDGKvuE7o7Dx6rE,worker71,1431,Biased,Biased,Republican,1,"So it was creepy when Obama was trying to replace American idealism with progressivism and calling it “economic patriotism,” and it’s creepy when Trump does basically the same thing under the guise of economic nationalism."
4363,SpmiGTKnnXf3Kr5ik,worker21,654,Non-Biased,Non-biased,Independent,0,"Donald Trump announced at the time that the Environmental Protection Agency would be led, at least temporarily, by Andrew Wheeler – a former lobbyist for, among others, Murray Energy, one of the nation’s largest coal companies and former chief counsel for Sen. James Inhofe (R-Okla.), one of the nation’s preeminent climate deniers."
4364,SprMFF5EFr8wm2e7Y,worker294,42,Biased,Biased,Republican,0,Trump’s evangelical cabal are behind Republican attacks on women’s reproductive rights.
4365,Sq6bbsci24tnLjZn2,worker28,327,Non-Biased,Non-biased,Democrats,1,"By forcing us to abandon our regular routines and habits, if not our livelihoods, the pandemic has led us to postpone many of the activities from which we derive joy and pleasure. Our society often operates under the premise of instant gratification, a concept that has gone out the window given the uncertainty surrounding the virus."
4366,Sq7Css3zs6E2vchq6,worker266,1265,Non-Biased,Biased,Democrats,0,"Trump has made ""law and order""—replete with thinly-veiled racist appeals to white voters—a pillar of his re-election bid. "
4367,SrB37rCLuMRrbLfZE,worker275,1473,Non-Biased,Non-biased,Republican,0,A Republican group opposed to President Donald Trump is urging voters to end his “American carnage” by voting him out of office in November. And it’s using one of Trump’s favorite TV shows to spread the message.
4368,Srn77yv4AAZxCCmH8,worker296,198,Biased,Non-biased,Democrats,0,"More than 1 in 4 black households report they sometimes miss or are late on their debt payments, compared with approximately 1 in 7 white households. "
4369,Ss529mqBt32pGM7a6,worker117,967,Biased,Non-biased,Republican,0,"If you look at guns per capita, the United States ranks number one in the world at 120 firearms per 100 civilians."
4370,SsnzpMKAFYxitzeDL,worker79,1058,Non-Biased,Biased,Democrats,1,"After being forced to issue a humiliating apology for urging doctors to wash hands and wear protective gear, Li died, allegedly of Chinese coronavirus infection, in February."
4371,StApWJgcZjz4Nf7Zd,worker31,1806,Biased,Non-biased,Democrats,0,"Research shows combining vaccine misinformation with alternative medicine, homeopathy and diet content this way is one of the most pervasive and persuasive techniques used by anti-vaccination advocates to forward their agenda."
4372,StCnSigzqePnxSbxP,worker341,38,Biased,Biased,Democrats,0,Gun enthusiasts have erroneously enlisted the Constitution to justify this extreme democracy of firepower.
4373,StSkkDkDEbszZvP4b,worker229,1859,Biased,Non-biased,Republican,0,"In the spring, the Trump administration’s Department of Health and Human Services unveiled a new policy designed to silence taxpayer-funded family planning clinics, preventing them from letting patients know about their abortion rights."
4374,Stqj7ajyxBsjzcxnb,worker124,1015,Non-Biased,Biased,Democrats,0,Racist Rep. Steve King (R-Iowa) said generations of people would not be here without rape and incest while making the case for anti-abortion legislation without exceptions for victims of those crimes.
4375,SubHDJLMXQFJpmdgW,worker310,746,Biased,Biased,Democrats,1,"The once venerable Lancet medical journal has put forward Joe Biden as the best choice for Americans’ health, continuing the magazine’s unabashed left-wing activism."
4376,SuchzoqPoMLYupaeD,worker241,1448,Biased,Non-biased,Democrats,1,"President Donald Trump and Congress are taking official action to honor the passing of Rev. Billy Graham last Wednesday, through a presidential proclamation and the announcement that Graham’s body will lie in honor in the U.S. Capitol—only the fourth private citizen in American history to receive such honors."
4377,Sui47kS6strQaPAx5,worker381,1319,Biased,Non-biased,Democrats,1,Kemp also alleged in his lawsuit that Bottoms has forbidden police from enforcing Kemp’s earlier orders against gatherings of more than 50 people.
4378,Sv4aQWJLjPELFWKkd,worker260,1285,Biased,Non-biased,Democrats,0,"A group of Idaho politicians, including Lt. Gov. Janice McGeachin, appeared in a video in October urging the state to limit restrictions. Sitting in a truck with an American flag draped over the side, McGeachin placed a gun over a Bible. "
4379,SvDGNTzAqMyrdzoow,worker200,1330,Non-Biased,Non-biased,Democrats,0,"Donald Trump has spun a cult of personality around himself, aided by a wholly complicit Republican Party now under his complete control."
4380,SvFptum3j6Au6HkLB,worker221,1054,Biased,Biased,Republican,1,Student debt increased by a whopping 107 percent between 2009 and 2019. Americans now owe $1.6 trillion in education loans. Policy wonks and politicians respond by concocting flashy plans that hardly solve the debt crisis.
4381,SvmSE2j2didRx85sA,worker43,1384,Biased,Non-biased,Democrats,1,"CTE is a degenerative brain disease that has been found in former players of North American football , soccer, hockey, rugby union and others exposed to repeated head injury."
4382,SwFPa3cdnnSo3Bmma,worker358,436,Biased,Biased,Democrats,0,"Derrick Morgan, senior vice president for federal and regulatory affairs for oil lobby group American Fuel & Petrochemical Manufacturers (AFRM), bragged about how successful the industry has been in pushing anti-protest legislation,"
4383,SwKJLmDkz8EeJM6xd,worker233,188,Biased,Non-biased,Democrats,1,"As leading 2020 Dems advocate spending big on the Green New Deal, it turns out most Americans are worried about other issues."
4384,SwNFxCetLG6fqGixD,worker358,373,Biased,Biased,Democrats,0,"If the only way we can get rid of a sociopathic tyrant named Trump is with an oligarch named Bloomberg, we will be forced to choose the oligarch."
4385,SwPr4JJcLwtHb4Suc,worker199,27,Non-Biased,Biased,Democrats,1,The provision would suspend the Department of Labor’s ability to prosecute any employer hiring illegal aliens and visa overstayers.
4386,SweGAcKXoi83udYyY,worker238,1672,Non-Biased,Non-biased,Democrats,1,"While conservatives may find comfort in the old saw that those who aren’t liberal at 20 have no heart, and those who aren’t conservative at 40 have no brain, the truth, as Levin knows, is that those who are statists at 20 usually end up statists at 40. And he’s not content to allow time to take its uncertain political toll. "
4388,SwirigvDQFfLzcxb2,worker57,783,Biased,Biased,Democrats,1,CBS Late Show host Stephen Colbert claimed on Tuesday that President Donald Trump’s describing himself as a “nationalist” serves as an indication of his hidden sympathy for white nationalist movements such as Ku Klux Klan.
4390,Sx5D6mXDBiPkD3tyy,worker209,567,Biased,Non-biased,Democrats,0,White nationalist arrested for alleged threat against Ohio Jewish community center.
4391,SxSiTt2dh9EuM99P2,worker187,349,Non-Biased,Biased,Republican,1,"Prominent black conservatives are seeing how the mainstream media are using the death of George Floyd  — to portray America as racist, to vilify all police officers, to force the mantle of victimhood onto black Americans — and they are calling foul."
4392,SxmR9e8Ph57Jvp85c,worker148,1569,Non-Biased,Non-biased,Democrats,0,"A Catholic priest in Rhode Island who barred state lawmakers who supported an abortion rights bill from receiving communion at his church has doubled down on his stance, saying abortion is worse than pedophilia."
4393,SyQFZxp9ejcR9BCg9,worker148,820,Biased,Biased,Democrats,1,"I get that the media really want to do some bullcrap horse-race point-scoring partisan sniping right now. But these are actually important questions. And “gotcha” reporting may get you butt-slapped by your fellow reporters at the bar, but it’s actually really dangerous."
4394,SyghYbNLkx85TpiuL,worker37,612,Biased,Non-biased,Democrats,1,"Two donors are making generous donations to healthcare workers in Charleston, South Carolina, during the coronavirus pandemic."
4395,SzGuE3j7KZSSN4kqm,worker50,1560,Non-Biased,Non-biased,Republican,0,"Trans sportswomen hit back at Martina Navratilova, after the tennis champion said “its insane and it’s cheating” for transgender women to be allowed to compete in women’s sport."
4396,SzHq5XqtYBqaTw9kK,worker206,311,Biased,Biased,Democrats,1,Impeachment Is Just Another Word For Delusional Democrats Holding The Nation Hostage
4397,SzZaJdTE7AcLczvtL,worker155,1049,Non-Biased,Non-biased,Republican,0,"The Sandy Hook tragedy rocked the United States when a 20-year-old man shot and killed his mother at home and then went on a rampage at the school, also killing himself."
4398,SzacL9safFA4KLLJD,worker127,1726,Non-Biased,Biased,Republican,1,"Trump is nothing if not a public relations savant. Once the dust settles, if he cannot take credit for restoring order, he’ll do his best to deflect and lay the blame at someone else’s feet. He’ll remind his followers what the other side thinks of them, how they desecrated our American values, and what will happen to them if Joe Biden becomes the apologizer-in-chief."
4399,SzjkG7YXc3pKG9vtv,worker82,676,Biased,Biased,Democrats,1,"As also, of course, even more depressingly are the police – several of whom have been caught on camera abasing themselves before the mob by going down on the knees as if to beg for mercy for their ‘white privilege’."
4401,T2YAPCpp7RtmDWwxd,worker349,282,Non-Biased,Non-biased,Independent,0,"Fauci has consistently done media interviews with a range of outlets, which has annoyed the president, this person said."
4402,T2t4uDQFcsWbZL5he,worker341,1623,Biased,Biased,Democrats,0,"Powell and others in the George W. Bush administration lied extensively while making the case for war in Iraq in the early 2000s, fabricating “evidence” of the existence of weapons of mass destruction within the country."
4403,T36FbQKq3eGhQ9o6w,worker351,1188,Biased,Non-biased,Democrats,1,"Steven Hatfill, MD, a virologist with master’s degrees in microbial genetics, radiation biochemistry, and experimental pathology, does not put his faith in large bureaucratic organizations such as the World Health Organization (WHO)."
4404,T3ydbqFq3ueZoSYXr,worker300,1416,Biased,Non-biased,Democrats,1,"Then the tenor changed. What started as irony turned into an actual belief that white people, specifically white men, are more dangerous and immoral than any other people."
4405,T4BNtuuKAvsnYKBXw,worker25,230,Biased,Biased,Republican,0,"As a perennial litigant, Trump weaponized the law to devastate perceived enemies, to consolidate power, to frustrate opposing parties, as former federal prosecutor and acclaimed author James D. Zirin illuminates in his compelling and disturbing history of Trump’s use and abuse of the law, Plaintiff in Chief: A Portrait of Trump in 3,500 Lawsuits (All Points Books)."
4406,T4PoAk6bazGYfMLqr,worker197,64,Biased,Biased,Democrats,1,The intersectionality-obsessed media claims Buttigieg doesn't have enough diversity points to run for president.
4407,T4hCTmvw9Y4p5LcMf,worker333,1195,Non-Biased,Biased,Democrats,0,"Trump, not surprisingly, used the speech as an opportunity to attack former President Barack Obama, claiming that he did nothing to promote criminal justice reform when he was in office. "
4408,T58dud2tPLpc2vnLd,worker76,1900,Biased,Biased,Republican,0,"With it’s bothsidesism and pro-Trump onesiderism, the New York Times is flailing"
4409,T5SbtkMCubz9oh7DB,worker366,588,Biased,Non-biased,Republican,0,"Speaking of gun violence, the Florida NRA not only blocked all gun control legislation, but was successful in repealing all gun laws in Florida."
4410,T5iTSjP7fTeZjD6Rr,worker186,1130,Non-Biased,Biased,Democrats,1,"Alex Berenson, a former reporter at the New York Times who has written extensively debunking fearmongering claims related to the lockdowns wrote on Twitter Thursday that the tech giant to benefit the most from pandemic stay-home orders is refused to sell his latest book."
4411,T5peSr9e3Byqdw3qu,worker35,416,Non-Biased,Biased,Democrats,0,"For Fox, Clinton, Omar, and Ocasio-Cortez represent perfect targets in terms of riling up its intolerant base: Clinton is a woman of a certain age, while Ocasio-Cortez and Omar are women of a certain heritage."
4412,T5rH5LX9sRgydzZhd,worker51,984,Non-Biased,Biased,Democrats,0,‘Gangster capitalist’ Trump is running a ‘mafia state’ — and things are about to get worse: Pulitzer Prize-winning journalist
4413,T68nRPWvZQEfTszve,worker380,215,Biased,Biased,Independent,1,Franklin Graham: Democrats Exploit Coronavirus to ‘Defeat Donald Trump in the Election’
4417,T8psxi5aXPs3rtERJ,worker121,784,Biased,Biased,Democrats,0,"Trump may not be much of a stable genius, but he doesn't need to be the brightest bulb on the KKK Christmas tree to be a racist troll."
4418,T9JoGFugr7BZWPLeN,worker204,100,Biased,Biased,Democrats,0,"Few could have anticipated that the historic release of the first image of a black hole would devolve into a public spectacle of sexist outrage — though such are the times we live in, in which literally every news item is picked apart by reactionaries."
4419,T9ijrWEuYi25iD532,worker22,349,Non-Biased,Biased,Democrats,1,"Prominent black conservatives are seeing how the mainstream media are using the death of George Floyd  — to portray America as racist, to vilify all police officers, to force the mantle of victimhood onto black Americans — and they are calling foul."
4420,T9j2dgGoybnCNtpe3,worker313,496,Biased,Biased,Democrats,1,Climate Wunderkind Greta Thunberg has garnered gushing praise from celebrities during her environmental crusade.
4421,T9jCogmGAyDykp4kd,worker355,3,Biased,Biased,Republican,1,Trump has also threatened to impose an additional 25 percent tariffs on $325 billion worth of imports from China.
4422,T9sw7ydkyXsvzFMh2,worker196,1967,Biased,Biased,Democrats,1,"Doubling down, Rapaport — a raging left-wing Trump hater — tweeted “Singing slave owners.”"
4423,T9uhFAT4EQ9dy6Ms5,worker13,843,Non-Biased,Biased,Democrats,1,House Republicans are gearing up for a sustained push to expose leftist Democrats in the House Democrat majority on their increasingly extreme views on abortion.
